candidate_id,rank,score,reasoning
CAND_0061265,17,1.01365013,"Recommendation Systems Engineer at Zoho, with 6.6 years of experience, with career evidence across ranking and retrieval, production vector/search infrastructure, offline/online evaluation or A/B testing. Main concern: 120-day notice period."
CAND_0043228,18,1.01169627,"6.8 years; Applied ML Engineer at Zoho, with career evidence across ranking and retrieval, production vector/search infrastructure, offline/online evaluation or A/B testing. Strong fit for the JD's hands-on product-and-evaluation mandate."
CAND_0057563,19,1.00900213,"6.8 years in the profile and currently NLP Engineer at Locobuzz, with career evidence across ranking and retrieval, production vector/search infrastructure, offline/online evaluation or A/B testing. Main concern: 60-day notice period."
CAND_0005260,20,1.00542262,"5.2 years; Senior NLP Engineer at Netflix, with career evidence across ranking and retrieval, production vector/search infrastructure, offline/online evaluation or A/B testing. Main concern: 60-day notice period."
CAND_0081686,21,1.00532857,"Netflix role Search Engineer; 6.0 years total, with career evidence across ranking and retrieval, production vector/search infrastructure, offline/online evaluation or A/B testing. Main concern: 60-day notice period."
CAND_0044883,22,1.00319000,"6.3 years in the profile and currently AI Engineer at Mad Street Den, with career evidence across ranking and retrieval, production vector/search infrastructure, offline/online evaluation or A/B testing. Main concern: 90-day notice period."
CAND_0053695,23,1.00136310,"5.8 years in the profile and currently Recommendation Systems Engineer at Meesho, with career evidence across ranking and retrieval, production vector/search infrastructure, offline/online evaluation or A/B testing. Strong fit for the JD's hands-on product-and-evaluation mandate."
CAND_0028793,24,0.99347593,"Search Engineer at Google, with 7.2 years of experience, with career evidence across ranking and retrieval, production vector/search infrastructure, offline/online evaluation or A/B testing. Main concern: 120-day notice period."
CAND_0013613,25,0.99181703,"Machine Learning Engineer at Adobe, with 4.7 years of experience, with career evidence across ranking and retrieval, production vector/search infrastructure, offline/online evaluation or A/B testing. Main concern: 60-day notice period."
CAND_0051292,26,0.97736955,"5.2 years; Applied ML Engineer at Freshworks, with career evidence across ranking and retrieval, production vector/search infrastructure, offline/online evaluation or A/B testing. Strong fit for the JD's hands-on product-and-evaluation mandate."
CAND_0079387,27,0.97080993,"6.9 years in the profile and currently AI Engineer at Microsoft, with career evidence across ranking and retrieval, production vector/search infrastructure, offline/online evaluation or A/B testing. Strong fit for the JD's hands-on product-and-evaluation mandate."
CAND_0027691,28,0.94836617,"6.5 years in the profile and currently NLP Engineer at Haptik, with career evidence across ranking and retrieval, production vector/search infrastructure, offline/online evaluation or A/B testing. Strong fit for the JD's hands-on product-and-evaluation mandate."
CAND_0071974,29,0.93305397,"Netflix role Senior AI Engineer; 7.8 years total, with career evidence across ranking and retrieval, production vector/search infrastructure, offline/online evaluation or A/B testing. Main concern: 45-day notice period."
CAND_0070398,30,0.92353027,"Genpact AI role Machine Learning Engineer; 7.2 years total, with career evidence across ranking and retrieval, production vector/search infrastructure, offline/online evaluation or A/B testing. Main concern: 120-day notice period."
CAND_0044222,31,0.92026473,"PolicyBazaar role AI Engineer; 7.7 years total, with career evidence across ranking and retrieval, production vector/search infrastructure, offline/online evaluation or A/B testing. Main concern: 60-day notice period."
CAND_0062247,32,0.91393438,"7.3 years in the profile and currently AI Engineer at Google, with career evidence across ranking and retrieval, production vector/search infrastructure, offline/online evaluation or A/B testing. Strong fit for the JD's hands-on product-and-evaluation mandate."
CAND_0093912,33,0.91001100,"5.3 years; Senior Data Scientist at Razorpay, with career evidence across ranking and retrieval, production vector/search infrastructure, offline/online evaluation or A/B testing. Strong fit for the JD's hands-on product-and-evaluation mandate."
CAND_0050454,34,0.90446333,"Rephrase.ai role AI Engineer; 6.8 years total, with career evidence across ranking and retrieval, production vector/search infrastructure, offline/online evaluation or A/B testing. Strong fit for the JD's hands-on product-and-evaluation mandate."
CAND_0054394,35,0.89666167,"PharmEasy role Recommendation Systems Engineer; 4.1 years total, with career evidence across ranking and retrieval, production vector/search infrastructure, offline/online evaluation or A/B testing. Strong fit for the JD's hands-on product-and-evaluation mandate."
CAND_0088025,36,0.89617360,"Staff Machine Learning Engineer at Yellow.ai, with 8.6 years of experience, with career evidence across ranking and retrieval, production vector/search infrastructure, offline/online evaluation or A/B testing. Main concern: 90-day notice period."
CAND_0032515,37,0.88906440,"5.1 years in the profile and currently Machine Learning Engineer at PharmEasy, with hands-on ranking or recommendation work, offline/online evaluation or A/B testing, production ownership and measurable delivery. Main concern: 45-day notice period."
CAND_0018722,38,0.88361580,"Saarthi.ai role Recommendation Systems Engineer; 6.6 years total, with career evidence across ranking and retrieval, production vector/search infrastructure, offline/online evaluation or A/B testing. Main concern: 90-day notice period."
CAND_0039383,39,0.88177423,"7.1 years in the profile and currently Applied ML Engineer at Meesho, with career evidence across ranking and retrieval, production vector/search infrastructure, offline/online evaluation or A/B testing. Main concern: 90-day notice period."
CAND_0005538,40,0.88122600,"Adobe role Senior AI Engineer; 5.9 years total, with career evidence across ranking and retrieval, production vector/search infrastructure, offline/online evaluation or A/B testing. Main concern: 90-day notice period."
CAND_0030827,41,0.87999223,"5.4 years in the profile and currently Senior Data Scientist at Freshworks, with career evidence across ranking and retrieval, production vector/search infrastructure, offline/online evaluation or A/B testing. Main concern: 120-day notice period."
CAND_0051630,42,0.87623157,"Razorpay role Machine Learning Engineer; 6.0 years total, with career evidence across ranking and retrieval, production vector/search infrastructure, offline/online evaluation or A/B testing. Main concern: 90-day notice period."
CAND_0011162,43,0.87443647,"upGrad role Recommendation Systems Engineer; 5.8 years total, with hands-on ranking or recommendation work, offline/online evaluation or A/B testing, production ownership and measurable delivery. Main concern: 90-day notice period."
CAND_0076904,44,0.87313217,"4.2 years; Senior Data Scientist at Nykaa, with career evidence across ranking and retrieval, production vector/search infrastructure, offline/online evaluation or A/B testing. Main concern: 90-day notice period."
CAND_0070485,45,0.87174780,"Search Engineer at Saarthi.ai, with 6.4 years of experience, with career evidence across ranking and retrieval, production vector/search infrastructure, offline/online evaluation or A/B testing. Main concern: 120-day notice period."
CAND_0064326,46,0.86933223,"Sarvam AI role Search Engineer; 7.6 years total, with hands-on ranking or recommendation work, production vector/search infrastructure, offline/online evaluation or A/B testing. Main concern: 45-day notice period."
CAND_0068811,47,0.86874645,"8.0 years in the profile and currently Applied ML Engineer at Freshworks, with hands-on ranking or recommendation work, production vector/search infrastructure, offline/online evaluation or A/B testing. Strong fit for the JD's hands-on product-and-evaluation mandate."
CAND_0075574,48,0.85372553,"Haptik role Machine Learning Engineer; 5.7 years total, with hands-on ranking or recommendation work, production vector/search infrastructure, offline/online evaluation or A/B testing. Main concern: 60-day notice period."
CAND_0022812,49,0.84673333,"4.5 years; Applied ML Engineer at Dream11, with hands-on ranking or recommendation work, offline/online evaluation or A/B testing, production ownership and measurable delivery. Main concern: 60-day notice period."
CAND_0044855,50,0.83517670,"6.6 years in the profile and currently Senior Data Scientist at Flipkart, with career evidence across ranking and retrieval, production vector/search infrastructure, offline/online evaluation or A/B testing. Main concern: 60-day notice period."
CAND_0030468,51,0.82528517,"5.4 years; Senior Applied Scientist at Swiggy, with career evidence across ranking and retrieval, production vector/search infrastructure, offline/online evaluation or A/B testing. Main concern: 45-day notice period."
CAND_0058575,52,0.82306473,"5.8 years in the profile and currently AI Engineer at Krutrim, with career evidence across ranking and retrieval, production vector/search infrastructure, offline/online evaluation or A/B testing. Main concern: 90-day notice period."
CAND_0096172,53,0.81857379,"5.2 years; NLP Engineer at Krutrim, with career evidence across ranking and retrieval, production vector/search infrastructure, offline/online evaluation or A/B testing. Main concern: 45-day notice period."
CAND_0026532,54,0.81752717,"4.8 years; Recommendation Systems Engineer at Zomato, with career evidence across ranking and retrieval, production vector/search infrastructure, offline/online evaluation or A/B testing. Main concern: 90-day notice period."
CAND_0030348,55,0.81277167,"4.5 years; Machine Learning Engineer at BYJU'S, with career evidence across ranking and retrieval, production vector/search infrastructure, offline/online evaluation or A/B testing. Main concern: 45-day notice period."
CAND_0041669,56,0.81232357,"Recommendation Systems Engineer at CRED, with 8.0 years of experience, with hands-on ranking or recommendation work, production vector/search infrastructure, offline/online evaluation or A/B testing. Main concern: 60-day notice period."
CAND_0041610,57,0.80258577,"Zoho role Recommendation Systems Engineer; 6.7 years total, with hands-on ranking or recommendation work, production vector/search infrastructure, offline/online evaluation or A/B testing. Strong fit for the JD's hands-on product-and-evaluation mandate."
CAND_0066376,58,0.79939500,"5.7 years; Applied ML Engineer at Dream11, with career evidence across ranking and retrieval, production vector/search infrastructure, offline/online evaluation or A/B testing. Main concern: 90-day notice period."
CAND_0031593,59,0.79548720,"Search Engineer at Genpact AI, with 7.8 years of experience, with hands-on ranking or recommendation work, production vector/search infrastructure, offline/online evaluation or A/B testing. Main concern: 90-day notice period."
CAND_0075249,60,0.79258431,"Applied ML Engineer at Zomato, with 6.2 years of experience, with career evidence across ranking and retrieval, production vector/search infrastructure, offline/online evaluation or A/B testing. Main concern: 45-day notice period."
CAND_0006567,61,0.79193353,"7.9 years in the profile and currently Senior AI Engineer at Meta, with career evidence across ranking and retrieval, offline/online evaluation or A/B testing, production ownership and measurable delivery. Main concern: 60-day notice period."
CAND_0042100,62,0.79035426,"7.3 years; Machine Learning Engineer at Freshworks, with hands-on ranking or recommendation work, offline/online evaluation or A/B testing, production ownership and measurable delivery. Main concern: 90-day notice period."
CAND_0098846,63,0.78593354,"upGrad role AI Engineer; 7.6 years total, with hands-on ranking or recommendation work, production vector/search infrastructure, offline/online evaluation or A/B testing. Main concern: 45-day notice period."
CAND_0041568,64,0.78425400,"5.2 years; Search Engineer at Haptik, with hands-on ranking or recommendation work, production vector/search infrastructure, offline/online evaluation or A/B testing. Main concern: 90-day notice period."
CAND_0054123,65,0.78131612,"4.7 years in the profile and currently Applied ML Engineer at Meta, with career evidence across ranking and retrieval, production vector/search infrastructure, offline/online evaluation or A/B testing. Main concern: 60-day notice period."
CAND_0099401,66,0.77785527,"NLP Engineer at Dream11, with 7.7 years of experience, with hands-on ranking or recommendation work, offline/online evaluation or A/B testing, production ownership and measurable delivery. Main concern: 90-day notice period."
CAND_0076251,67,0.77525933,"7.6 years in the profile and currently Search Engineer at Haptik, with career evidence across ranking and retrieval, production vector/search infrastructure, offline/online evaluation or A/B testing. Main concern: 60-day notice period."
CAND_0007412,68,0.76859350,"7.4 years; Applied ML Engineer at Zoho, with hands-on ranking or recommendation work, production vector/search infrastructure, offline/online evaluation or A/B testing. Main concern: 120-day notice period."
CAND_0000031,69,0.76792510,"6.0 years in the profile and currently Recommendation Systems Engineer at Swiggy, with hands-on ranking or recommendation work, offline/online evaluation or A/B testing, production ownership and measurable delivery. Main concern: 60-day notice period."
CAND_0094056,70,0.76567615,"5.9 years; NLP Engineer at Rephrase.ai, with career evidence across ranking and retrieval, production vector/search infrastructure, offline/online evaluation or A/B testing. Main concern: 120-day notice period."
CAND_0030031,71,0.75387240,"5.7 years in the profile and currently AI Engineer at Microsoft, with hands-on ranking or recommendation work, offline/online evaluation or A/B testing, production ownership and measurable delivery. Main concern: limited explicit vector-infrastructure evidence."
CAND_0064270,72,0.75203500,"Verloop.io role Applied ML Engineer; 4.2 years total, with hands-on ranking or recommendation work, offline/online evaluation or A/B testing, production ownership and measurable delivery. Main concern: 45-day notice period."
CAND_0069905,73,0.74530230,"Applied ML Engineer at Sarvam AI, with 6.6 years of experience, with career evidence across ranking and retrieval, production vector/search infrastructure, offline/online evaluation or A/B testing. Main concern: 90-day notice period."
CAND_0079064,74,0.73913447,"5.2 years; Senior Data Scientist at Niramai, with career evidence across ranking and retrieval, production vector/search infrastructure, offline/online evaluation or A/B testing. Main concern: 120-day notice period."
CAND_0020877,75,0.73782790,"Applied ML Engineer at CRED, with 5.1 years of experience, with career evidence across ranking and retrieval, production vector/search infrastructure, offline/online evaluation or A/B testing. Main concern: 60-day notice period."
CAND_0078042,76,0.73395527,"PolicyBazaar role Applied ML Engineer; 4.7 years total, with hands-on ranking or recommendation work, offline/online evaluation or A/B testing, production ownership and measurable delivery. Main concern: location/relocation fit is weak."
CAND_0029367,77,0.72964230,"5.7 years in the profile and currently Senior Data Scientist at Rephrase.ai, with career evidence across ranking and retrieval, production vector/search infrastructure, offline/online evaluation or A/B testing. Main concern: 90-day notice period."
CAND_0018549,78,0.72700213,"Recommendation Systems Engineer at Uber, with 6.8 years of experience, with hands-on ranking or recommendation work, offline/online evaluation or A/B testing, production ownership and measurable delivery. Main concern: 60-day notice period."
CAND_0006557,79,0.72429533,"NLP Engineer at Paytm, with 7.9 years of experience, with hands-on ranking or recommendation work, offline/online evaluation or A/B testing, production ownership and measurable delivery. Main concern: 120-day notice period."
CAND_0066999,80,0.72333490,"5.9 years in the profile and currently Recommendation Systems Engineer at Microsoft, with hands-on ranking or recommendation work, offline/online evaluation or A/B testing, production ownership and measurable delivery. Main concern: limited explicit vector-infrastructure evidence."
CAND_0014440,81,0.72143983,"6.4 years; Recommendation Systems Engineer at CRED, with hands-on ranking or recommendation work, offline/online evaluation or A/B testing, production ownership and measurable delivery. Main concern: 60-day notice period."
CAND_0011687,82,0.72133530,"7.8 years in the profile and currently Senior NLP Engineer at Niramai, with career evidence across ranking and retrieval, production vector/search infrastructure, offline/online evaluation or A/B testing. Strong fit for the JD's hands-on product-and-evaluation mandate."
CAND_0068351,83,0.71830950,"6.4 years in the profile and currently Lead AI Engineer at Sarvam AI, with career evidence across ranking and retrieval, offline/online evaluation or A/B testing, production ownership and measurable delivery. Main concern: limited explicit vector-infrastructure evidence."
CAND_0077285,84,0.71739860,"Recommendation Systems Engineer at Nykaa, with 5.5 years of experience, with hands-on ranking or recommendation work, production vector/search infrastructure, offline/online evaluation or A/B testing. Main concern: 60-day notice period."
CAND_0050876,85,0.71595010,"6.0 years; Applied ML Engineer at Freshworks, with hands-on ranking or recommendation work, offline/online evaluation or A/B testing, production ownership and measurable delivery. Main concern: 90-day notice period."
CAND_0010257,86,0.71578850,"Senior Data Scientist at Google, with 6.5 years of experience, with hands-on ranking or recommendation work, offline/online evaluation or A/B testing, production ownership and measurable delivery. Main concern: 120-day notice period."
CAND_0049538,87,0.71356063,"Saarthi.ai role Applied ML Engineer; 5.8 years total, with hands-on ranking or recommendation work, offline/online evaluation or A/B testing, production ownership and measurable delivery. Main concern: limited explicit vector-infrastructure evidence."
CAND_0070202,88,0.71164367,"BYJU'S role Machine Learning Engineer; 5.1 years total, with hands-on ranking or recommendation work, offline/online evaluation or A/B testing, production ownership and measurable delivery. Main concern: 90-day notice period."
CAND_0036437,89,0.71120353,"Search Engineer at Rephrase.ai, with 4.8 years of experience, with hands-on ranking or recommendation work, offline/online evaluation or A/B testing, production ownership and measurable delivery. Main concern: limited explicit vector-infrastructure evidence."
CAND_0002025,90,0.71095323,"Senior AI Engineer at Apple, with 5.9 years of experience, with career evidence across ranking and retrieval, offline/online evaluation or A/B testing, production ownership and measurable delivery. Main concern: limited explicit vector-infrastructure evidence."
CAND_0007411,91,0.70958600,"8.0 years in the profile and currently Senior Machine Learning Engineer at Amazon, with career evidence across ranking and retrieval, production vector/search infrastructure, offline/online evaluation or A/B testing. Main concern: stale platform activity."
CAND_0040887,92,0.70954870,"4.7 years in the profile and currently Machine Learning Engineer at Netflix, with career evidence across ranking and retrieval, production vector/search infrastructure, offline/online evaluation or A/B testing. Main concern: location/relocation fit is weak."
CAND_0061655,93,0.70584033,"4.6 years in the profile and currently Machine Learning Engineer at Krutrim, with hands-on ranking or recommendation work, offline/online evaluation or A/B testing, production ownership and measurable delivery. Main concern: limited explicit vector-infrastructure evidence."
CAND_0027801,94,0.70103113,"NLP Engineer at InMobi, with 7.4 years of experience, with career evidence across ranking and retrieval, production vector/search infrastructure, offline/online evaluation or A/B testing. Main concern: 120-day notice period."
CAND_0024466,95,0.69302929,"PharmEasy role Search Engineer; 5.2 years total, with hands-on ranking or recommendation work, offline/online evaluation or A/B testing, production ownership and measurable delivery. Main concern: 120-day notice period."
CAND_0012957,96,0.69229500,"Search Engineer at Razorpay, with 4.9 years of experience, with hands-on ranking or recommendation work, offline/online evaluation or A/B testing, production ownership and measurable delivery. Main concern: 120-day notice period."
CAND_0024620,97,0.68876980,"5.9 years; AI Engineer at PharmEasy, with hands-on ranking or recommendation work, offline/online evaluation or A/B testing, production ownership and measurable delivery. Main concern: 45-day notice period."
CAND_0016163,98,0.68763734,"6.7 years in the profile and currently Applied ML Engineer at Dream11, with career evidence across ranking and retrieval, production vector/search infrastructure, offline/online evaluation or A/B testing. Main concern: 120-day notice period."
CAND_0047721,99,0.68250160,"Senior Data Scientist at Microsoft, with 7.0 years of experience, with hands-on ranking or recommendation work, offline/online evaluation or A/B testing, production ownership and measurable delivery. Main concern: 90-day notice period."
CAND_0052335,100,0.67739390,"6.4 years in the profile and currently Applied ML Engineer at Aganitha, with hands-on ranking or recommendation work, production vector/search infrastructure, offline/online evaluation or A/B testing. Main concern: 60-day notice period."
