candidate_id,rank,title_ok,company_ok,years_ok,notice_ok,sentence_count,reasoning
CAND_0008425,11,True,True,True,True,4,"Senior NLP Engineer at Ola, with 7.8 years of experience. The rank is driven by Senior NLP Engineer at Ola: Migrated the existing BM25-only retrieval to a hybrid setup combining sparse and dense vectors (sentence-transformers, MPNet-base initially, later fine-tuned BGE-large for our domain). Supporting signal: Lead AI Engineer at Amazon: Owned the end-to-end ranking pipeline at a recommendations-heavy consumer product: candidate sourcing - embedding generation (using a fine-tuned BGE-large) - Pinecone retrieval - learning-to-rank re-scoring (XGBoost) - behavioral-signal. Main concern: 90-day notice period."
CAND_0018499,12,True,True,True,True,4,"7.2 years in the profile and currently Senior Machine Learning Engineer at Zomato. Key career evidence is Senior Machine Learning Engineer at Zomato: The architecture combined BM25 + dense retrieval (BGE embeddings, FAISS HNSW) with an LLM-based re-ranker on the top-50, falling back to a learning-to-rank model when latency budget was tight. The profile also shows Staff Machine Learning Engineer at Google: Built a RAG-based ranking pipeline serving 50M+ queries per month for an internal recruiter-facing search product. Overall fit is strong for product ML ownership and ranking evaluation."
CAND_0092278,13,True,True,True,True,4,"Microsoft role Senior NLP Engineer; 6.8 years total. Relevant fit comes from Senior NLP Engineer at Saarthi.ai: The architecture combined BM25 + dense retrieval (BGE embeddings, FAISS HNSW) with an LLM-based re-ranker on the top-50, falling back to a learning-to-rank model when latency budget was tight. Additional evidence: Senior NLP Engineer at Microsoft: Built and shipped a production recommendation system at a marketplace product, going from offline experimentation to live A/B test in 5 months. Main concern: 90-day notice period."
CAND_0060054,14,True,True,True,True,4,"Mad Street Den role AI Engineer; 6.4 years total. Relevant fit comes from AI Engineer at Mad Street Den: Reported search-relevance improvement of 35% over the prior Elasticsearch BM25 setup, validated through human relevance judgments. Additional evidence: Recommendation Systems Engineer at Zomato: Built a content recommendation system serving 10M+ users that combined collaborative filtering with content-based ranking. Rank is based on shipped retrieval/ranking work rather than skill-list claims."
CAND_0030953,15,True,True,True,True,4,"Search Engineer at Nykaa, with 7.8 years of experience. The rank is driven by Search Engineer at Nykaa: Owned the offline-online correlation analysis that determined which offline metrics actually predicted A/B test outcomes. Supporting signal: NLP Engineer at Niramai: Built a content recommendation system serving 10M+ users that combined collaborative filtering with content-based ranking. Main concern: 45-day notice period."
CAND_0086151,16,True,True,True,True,4,"7.7 years in the profile and currently Recommendation Systems Engineer at Wysa. Key career evidence is Search Engineer at Glance: Built a content recommendation system serving 10M+ users that combined collaborative filtering with content-based ranking. The profile also shows AI Engineer at Meta: Reported search-relevance improvement of 35% over the prior Elasticsearch BM25 setup, validated through human relevance judgments. Main concern: 120-day notice period."
CAND_0061265,17,True,True,True,True,4,"Recommendation Systems Engineer at Zoho, with 6.6 years of experience. The rank is driven by Recommendation Systems Engineer at Zoho: Reported search-relevance improvement of 35% over the prior Elasticsearch BM25 setup, validated through human relevance judgments. Supporting signal: Senior Data Scientist at Paytm: Owned the ranking layer for an e-commerce search product, evolving it from a hand-tuned scoring function to a learning-to-rank model over 9 months. Main concern: 120-day notice period."
CAND_0043228,18,True,True,True,True,4,"6.8 years; Applied ML Engineer at Zoho. Strongest evidence: Search Engineer at Yellow.ai: Reported search-relevance improvement of 35% over the prior Elasticsearch BM25 setup, validated through human relevance judgments. Also, Applied ML Engineer at Zoho: Owned the ranking layer for an e-commerce search product, evolving it from a hand-tuned scoring function to a learning-to-rank model over 9 months. This fits the hands-on search/ranking and evaluation mandate."
CAND_0057563,19,True,True,True,True,4,"6.8 years in the profile and currently NLP Engineer at Locobuzz. Key career evidence is Machine Learning Engineer at Yellow.ai: Built a content recommendation system serving 10M+ users that combined collaborative filtering with content-based ranking. The profile also shows Senior Data Scientist at Zoho: Reported search-relevance improvement of 35% over the prior Elasticsearch BM25 setup, validated through human relevance judgments. Main concern: 60-day notice period."
CAND_0005260,20,True,True,True,True,4,"5.2 years; Senior NLP Engineer at Netflix. Strongest evidence: Senior NLP Engineer at Yellow.ai: The architecture combined BM25 + dense retrieval (BGE embeddings, FAISS HNSW) with an LLM-based re-ranker on the top-50, falling back to a learning-to-rank model when latency budget was tight. Also, Senior NLP Engineer at Netflix: Built the data curation pipeline that generated 200K high-quality preference pairs from recruiter labels, plus the eval harness using both ranking metrics and human-quality scores. Main concern: 60-day notice period."
CAND_0081686,21,True,True,True,True,4,"Netflix role Search Engineer; 6.0 years total. Relevant fit comes from Recommendation Systems Engineer at Niramai: Reported search-relevance improvement of 35% over the prior Elasticsearch BM25 setup, validated through human relevance judgments. Additional evidence: AI Engineer at Zoho: Built a content recommendation system serving 10M+ users that combined collaborative filtering with content-based ranking. Main concern: 60-day notice period."
CAND_0044883,22,True,True,True,True,4,"6.3 years in the profile and currently AI Engineer at Mad Street Den. Key career evidence is Recommendation Systems Engineer at Meesho: Reported search-relevance improvement of 35% over the prior Elasticsearch BM25 setup, validated through human relevance judgments. The profile also shows Recommendation Systems Engineer at Paytm: Owned the offline-online correlation analysis that determined which offline metrics actually predicted A/B test outcomes. Main concern: 90-day notice period."
CAND_0053695,23,True,True,True,True,4,"5.8 years in the profile and currently Recommendation Systems Engineer at Meesho. Key career evidence is Recommendation Systems Engineer at Meesho: Owned the offline-online correlation analysis that determined which offline metrics actually predicted A/B test outcomes. The profile also shows Applied ML Engineer at Niramai: Reported search-relevance improvement of 35% over the prior Elasticsearch BM25 setup, validated through human relevance judgments. Overall fit is strong for product ML ownership and ranking evaluation."
CAND_0028793,24,True,True,True,True,4,"Search Engineer at Google, with 7.2 years of experience. The rank is driven by Search Engineer at Google: Reported search-relevance improvement of 35% over the prior Elasticsearch BM25 setup, validated through human relevance judgments. Supporting signal: Machine Learning Engineer at Meesho: Owned the offline-online correlation analysis that determined which offline metrics actually predicted A/B test outcomes. Main concern: 120-day notice period."
CAND_0013613,25,True,True,True,True,4,"Machine Learning Engineer at Adobe, with 4.7 years of experience. The rank is driven by Machine Learning Engineer at Adobe: Reported search-relevance improvement of 35% over the prior Elasticsearch BM25 setup, validated through human relevance judgments. Supporting signal: Applied ML Engineer at Salesforce: Built a content recommendation system serving 10M+ users that combined collaborative filtering with content-based ranking. Main concern: 60-day notice period."
CAND_0051292,26,True,True,True,True,4,"5.2 years; Applied ML Engineer at Freshworks. Strongest evidence: Search Engineer at Vedantu: Reported search-relevance improvement of 35% over the prior Elasticsearch BM25 setup, validated through human relevance judgments. Also, Search Engineer at Vedantu: Built the document ingestion pipeline (chunking, embedding via OpenAI embeddings, storing in Pinecone) and the answer-generation layer (initially GPT-4, then a fine-tuned smaller model for cost control). This fits the hands-on search/ranking and evaluation mandate."
CAND_0079387,27,True,True,True,True,4,"6.9 years in the profile and currently AI Engineer at Microsoft. Key career evidence is AI Engineer at Microsoft: Built a content recommendation system serving 10M+ users that combined collaborative filtering with content-based ranking. The profile also shows AI Engineer at BYJU'S: Reported search-relevance improvement of 35% over the prior Elasticsearch BM25 setup, validated through human relevance judgments. Overall fit is strong for product ML ownership and ranking evaluation."
CAND_0027691,28,True,True,True,True,4,"6.5 years in the profile and currently NLP Engineer at Haptik. Key career evidence is Applied ML Engineer at Vedantu: Reported search-relevance improvement of 35% over the prior Elasticsearch BM25 setup, validated through human relevance judgments. The profile also shows AI Engineer at Meta: Owned the ranking layer for an e-commerce search product, evolving it from a hand-tuned scoring function to a learning-to-rank model over 9 months. Overall fit is strong for product ML ownership and ranking evaluation."
CAND_0071974,29,True,True,True,True,4,"Netflix role Senior AI Engineer; 7.8 years total. Relevant fit comes from Senior AI Engineer at Netflix: Owned the end-to-end ranking pipeline at a recommendations-heavy consumer product: candidate sourcing - embedding generation (using a fine-tuned BGE-large) - Pinecone retrieval - learning-to-rank re-scoring (XGBoost) - behavioral-signal. Additional evidence: Staff Machine Learning Engineer at Meta: Built the data curation pipeline that generated 200K high-quality preference pairs from recruiter labels, plus the eval harness using both ranking metrics and human-quality scores. Main concern: 45-day notice period."
CAND_0070398,30,True,True,True,True,4,"Genpact AI role Machine Learning Engineer; 7.2 years total. Relevant fit comes from Machine Learning Engineer at Genpact AI: Reported search-relevance improvement of 35% over the prior Elasticsearch BM25 setup, validated through human relevance judgments. Additional evidence: Applied ML Engineer at Uber: Developed a semantic search feature for an internal knowledge base of ~500K documents. Main concern: 120-day notice period."
CAND_0044222,31,True,True,True,True,4,"PolicyBazaar role AI Engineer; 7.7 years total. Relevant fit comes from AI Engineer at PolicyBazaar: Reported search-relevance improvement of 35% over the prior Elasticsearch BM25 setup, validated through human relevance judgments. Additional evidence: AI Engineer at InMobi: Owned the offline-online correlation analysis that determined which offline metrics actually predicted A/B test outcomes. Main concern: 60-day notice period."
CAND_0062247,32,True,True,True,True,4,"7.3 years in the profile and currently AI Engineer at Google. Key career evidence is AI Engineer at Google: Reported search-relevance improvement of 35% over the prior Elasticsearch BM25 setup, validated through human relevance judgments. The profile also shows NLP Engineer at Dream11: Owned the ranking layer for an e-commerce search product, evolving it from a hand-tuned scoring function to a learning-to-rank model over 9 months. Overall fit is strong for product ML ownership and ranking evaluation."
CAND_0093912,33,True,True,True,True,4,"5.3 years; Senior Data Scientist at Razorpay. Strongest evidence: Search Engineer at Flipkart: Reported search-relevance improvement of 35% over the prior Elasticsearch BM25 setup, validated through human relevance judgments. Also, Senior Data Scientist at Razorpay: Owned the ranking layer for an e-commerce search product, evolving it from a hand-tuned scoring function to a learning-to-rank model over 9 months. This fits the hands-on search/ranking and evaluation mandate."
CAND_0050454,34,True,True,True,True,4,"Rephrase.ai role AI Engineer; 6.8 years total. Relevant fit comes from AI Engineer at Rephrase.ai: Reported search-relevance improvement of 35% over the prior Elasticsearch BM25 setup, validated through human relevance judgments. Additional evidence: Machine Learning Engineer at Adobe: Developed a semantic search feature for an internal knowledge base of ~500K documents. Rank is based on shipped retrieval/ranking work rather than skill-list claims."
CAND_0054394,35,True,True,True,True,4,"PharmEasy role Recommendation Systems Engineer; 4.1 years total. Relevant fit comes from Recommendation Systems Engineer at PharmEasy: Reported search-relevance improvement of 35% over the prior Elasticsearch BM25 setup, validated through human relevance judgments. Additional evidence: NLP Engineer at Netflix: Owned the ranking layer for an e-commerce search product, evolving it from a hand-tuned scoring function to a learning-to-rank model over 9 months. Rank is based on shipped retrieval/ranking work rather than skill-list claims."
CAND_0088025,36,True,True,True,True,4,"Staff Machine Learning Engineer at Yellow.ai, with 8.6 years of experience. The rank is driven by Senior Machine Learning Engineer at Genpact AI: The final embedding ranker improved recruiter engagement metrics by 24% and reduced the average time-to-shortlist by 38%. Supporting signal: Staff Machine Learning Engineer at Yellow.ai: Owned the end-to-end ranking pipeline at a recommendations-heavy consumer product: candidate sourcing - embedding generation (using a fine-tuned BGE-large) - Pinecone retrieval - learning-to-rank re-scoring (XGBoost) - behavioral-signal. Main concern: 90-day notice period."
CAND_0032515,37,True,True,True,True,4,"5.1 years in the profile and currently Machine Learning Engineer at PharmEasy. Key career evidence is Search Engineer at Zoho: Owned the offline-online correlation analysis that determined which offline metrics actually predicted A/B test outcomes. The profile also shows Machine Learning Engineer at PharmEasy: Owned the ranking layer for an e-commerce search product, evolving it from a hand-tuned scoring function to a learning-to-rank model over 9 months. Main concern: 45-day notice period."
CAND_0018722,38,True,True,True,True,4,"Saarthi.ai role Recommendation Systems Engineer; 6.6 years total. Relevant fit comes from Recommendation Systems Engineer at Saarthi.ai: Reported search-relevance improvement of 35% over the prior Elasticsearch BM25 setup, validated through human relevance judgments. Additional evidence: Machine Learning Engineer at Unacademy: Owned the ranking layer for an e-commerce search product, evolving it from a hand-tuned scoring function to a learning-to-rank model over 9 months. Main concern: 90-day notice period."
CAND_0039383,39,True,True,True,True,4,"7.1 years in the profile and currently Applied ML Engineer at Meesho. Key career evidence is Machine Learning Engineer at Swiggy: Reported search-relevance improvement of 35% over the prior Elasticsearch BM25 setup, validated through human relevance judgments. The profile also shows Applied ML Engineer at Meesho: Owned the offline-online correlation analysis that determined which offline metrics actually predicted A/B test outcomes. Main concern: 90-day notice period."
CAND_0005538,40,True,True,True,True,4,"Adobe role Senior AI Engineer; 5.9 years total. Relevant fit comes from Senior AI Engineer at Adobe: Led the engineering team building infrastructure to surface relevant content to users at scale. Additional evidence: Lead AI Engineer at Glance: Built and shipped a production recommendation system at a marketplace product, going from offline experimentation to live A/B test in 5 months. Main concern: 90-day notice period."
CAND_0030827,41,True,True,True,True,4,"5.4 years in the profile and currently Senior Data Scientist at Freshworks. Key career evidence is NLP Engineer at Glance: Reported search-relevance improvement of 35% over the prior Elasticsearch BM25 setup, validated through human relevance judgments. The profile also shows Senior Data Scientist at Freshworks: Owned the ranking layer for an e-commerce search product, evolving it from a hand-tuned scoring function to a learning-to-rank model over 9 months. Main concern: 120-day notice period."
CAND_0051630,42,True,True,True,True,4,"Razorpay role Machine Learning Engineer; 6.0 years total. Relevant fit comes from AI Engineer at InMobi: Reported search-relevance improvement of 35% over the prior Elasticsearch BM25 setup, validated through human relevance judgments. Additional evidence: Machine Learning Engineer at Razorpay: Owned the ranking layer for an e-commerce search product, evolving it from a hand-tuned scoring function to a learning-to-rank model over 9 months. Main concern: 90-day notice period."
CAND_0011162,43,True,True,True,True,4,"upGrad role Recommendation Systems Engineer; 5.8 years total. Relevant fit comes from Recommendation Systems Engineer at upGrad: Owned the offline-online correlation analysis that determined which offline metrics actually predicted A/B test outcomes. Additional evidence: Machine Learning Engineer at Google: Owned the ranking layer for an e-commerce search product, evolving it from a hand-tuned scoring function to a learning-to-rank model over 9 months. Main concern: 90-day notice period."
CAND_0076904,44,True,True,True,True,4,"4.2 years; Senior Data Scientist at Nykaa. Strongest evidence: AI Engineer at Mad Street Den: Reported search-relevance improvement of 35% over the prior Elasticsearch BM25 setup, validated through human relevance judgments. Also, Senior Data Scientist at Nykaa: Owned the ranking layer for an e-commerce search product, evolving it from a hand-tuned scoring function to a learning-to-rank model over 9 months. Main concern: 90-day notice period."
CAND_0070485,45,True,True,True,True,4,"Search Engineer at Saarthi.ai, with 6.4 years of experience. The rank is driven by Search Engineer at Saarthi.ai: Reported search-relevance improvement of 35% over the prior Elasticsearch BM25 setup, validated through human relevance judgments. Supporting signal: Machine Learning Engineer at Dream11: Owned the ranking layer for an e-commerce search product, evolving it from a hand-tuned scoring function to a learning-to-rank model over 9 months. Main concern: 120-day notice period."
CAND_0064326,46,True,True,True,True,4,"Sarvam AI role Search Engineer; 7.6 years total. Relevant fit comes from Machine Learning Engineer at Aganitha: Owned the offline-online correlation analysis that determined which offline metrics actually predicted A/B test outcomes. Additional evidence: Search Engineer at Sarvam AI: Owned the ranking layer for an e-commerce search product, evolving it from a hand-tuned scoring function to a learning-to-rank model over 9 months. Main concern: 45-day notice period."
CAND_0068811,47,True,True,True,True,4,"8.0 years in the profile and currently Applied ML Engineer at Freshworks. Key career evidence is Applied ML Engineer at Freshworks: Built a content recommendation system serving 10M+ users that combined collaborative filtering with content-based ranking. The profile also shows Recommendation Systems Engineer at Meesho: Owned the ranking layer for an e-commerce search product, evolving it from a hand-tuned scoring function to a learning-to-rank model over 9 months. Overall fit is strong for product ML ownership and ranking evaluation."
CAND_0075574,48,True,True,True,True,4,"Haptik role Machine Learning Engineer; 5.7 years total. Relevant fit comes from Machine Learning Engineer at Observe.AI: Owned the offline-online correlation analysis that determined which offline metrics actually predicted A/B test outcomes. Additional evidence: Machine Learning Engineer at Haptik: Owned the ranking layer for an e-commerce search product, evolving it from a hand-tuned scoring function to a learning-to-rank model over 9 months. Main concern: 60-day notice period."
CAND_0022812,49,True,True,True,True,4,"4.5 years; Applied ML Engineer at Dream11. Strongest evidence: Applied ML Engineer at Dream11: Owned the offline-online correlation analysis that determined which offline metrics actually predicted A/B test outcomes. Also, Applied ML Engineer at Razorpay: Owned the ranking layer for an e-commerce search product, evolving it from a hand-tuned scoring function to a learning-to-rank model over 9 months. Main concern: 60-day notice period."
CAND_0044855,50,True,True,True,True,4,"6.6 years in the profile and currently Senior Data Scientist at Flipkart. Key career evidence is Recommendation Systems Engineer at LinkedIn: Built a content recommendation system serving 10M+ users that combined collaborative filtering with content-based ranking. The profile also shows Machine Learning Engineer at Verloop.io: Reported search-relevance improvement of 35% over the prior Elasticsearch BM25 setup, validated through human relevance judgments. Main concern: 60-day notice period."
CAND_0030468,51,True,True,True,True,4,"5.4 years; Senior Applied Scientist at Swiggy. Strongest evidence: Senior Applied Scientist at Swiggy: Led the engineering team building infrastructure to surface relevant content to users at scale. Also, Senior Applied Scientist at CRED: Designed the offline experimentation environment, the online A/B testing framework, and the feature-engineering pipeline that connected them. Main concern: 45-day notice period."
CAND_0058575,52,True,True,True,True,4,"5.8 years in the profile and currently AI Engineer at Krutrim. Key career evidence is AI Engineer at Krutrim: Reported search-relevance improvement of 35% over the prior Elasticsearch BM25 setup, validated through human relevance judgments. The profile also shows Search Engineer at Aganitha: Built the document ingestion pipeline (chunking, embedding via OpenAI embeddings, storing in Pinecone) and the answer-generation layer (initially GPT-4, then a fine-tuned smaller model for cost control). Main concern: 90-day notice period."
CAND_0096172,53,True,True,True,True,4,"5.2 years; NLP Engineer at Krutrim. Strongest evidence: NLP Engineer at Krutrim: Reported search-relevance improvement of 35% over the prior Elasticsearch BM25 setup, validated through human relevance judgments. Also, Machine Learning Engineer at Dream11: Built a content recommendation system serving 10M+ users that combined collaborative filtering with content-based ranking. Main concern: 45-day notice period."
CAND_0026532,54,True,True,True,True,4,"4.8 years; Recommendation Systems Engineer at Zomato. Strongest evidence: Recommendation Systems Engineer at Zomato: Reported search-relevance improvement of 35% over the prior Elasticsearch BM25 setup, validated through human relevance judgments. Also, Recommendation Systems Engineer at Mad Street Den: Built a content recommendation system serving 10M+ users that combined collaborative filtering with content-based ranking. Main concern: 90-day notice period."
CAND_0030348,55,True,True,True,True,4,"4.5 years; Machine Learning Engineer at BYJU'S. Strongest evidence: Machine Learning Engineer at BYJU'S: Reported search-relevance improvement of 35% over the prior Elasticsearch BM25 setup, validated through human relevance judgments. Also, Senior Data Scientist at PolicyBazaar: Built a content recommendation system serving 10M+ users that combined collaborative filtering with content-based ranking. Main concern: 45-day notice period."
CAND_0041669,56,True,True,True,True,4,"Recommendation Systems Engineer at CRED, with 8.0 years of experience. The rank is driven by NLP Engineer at Yellow.ai: Built a content recommendation system serving 10M+ users that combined collaborative filtering with content-based ranking. Supporting signal: Recommendation Systems Engineer at CRED: Owned the ranking layer for an e-commerce search product, evolving it from a hand-tuned scoring function to a learning-to-rank model over 9 months. Main concern: 60-day notice period."
CAND_0041610,57,True,True,True,True,4,"Zoho role Recommendation Systems Engineer; 6.7 years total. Relevant fit comes from Recommendation Systems Engineer at Zoho: Owned the ranking layer for an e-commerce search product, evolving it from a hand-tuned scoring function to a learning-to-rank model over 9 months. Additional evidence: Search Engineer at InMobi: Built the document ingestion pipeline (chunking, embedding via OpenAI embeddings, storing in Pinecone) and the answer-generation layer (initially GPT-4, then a fine-tuned smaller model for cost control). Rank is based on shipped retrieval/ranking work rather than skill-list claims."
CAND_0066376,58,True,True,True,True,4,"5.7 years; Applied ML Engineer at Dream11. Strongest evidence: Applied ML Engineer at Dream11: Built a content recommendation system serving 10M+ users that combined collaborative filtering with content-based ranking. Also, Senior Data Scientist at Salesforce: Reported search-relevance improvement of 35% over the prior Elasticsearch BM25 setup, validated through human relevance judgments. Main concern: 90-day notice period."
CAND_0031593,59,True,True,True,True,4,"Search Engineer at Genpact AI, with 7.8 years of experience. The rank is driven by Search Engineer at Aganitha: Built a content recommendation system serving 10M+ users that combined collaborative filtering with content-based ranking. Supporting signal: Search Engineer at Genpact AI: Owned the ranking layer for an e-commerce search product, evolving it from a hand-tuned scoring function to a learning-to-rank model over 9 months. Main concern: 90-day notice period."
CAND_0075249,60,True,True,True,True,4,"Applied ML Engineer at Zomato, with 6.2 years of experience. The rank is driven by Applied ML Engineer at Zomato: Built a content recommendation system serving 10M+ users that combined collaborative filtering with content-based ranking. Supporting signal: Search Engineer at upGrad: Reported search-relevance improvement of 35% over the prior Elasticsearch BM25 setup, validated through human relevance judgments. Main concern: 45-day notice period."
CAND_0006567,61,True,True,True,True,4,"7.9 years in the profile and currently Senior AI Engineer at Meta. Key career evidence is Senior Applied Scientist at Razorpay: Owned the search and discovery experience end-to-end at a consumer product, from how content is represented internally through to how the most relevant results appear for each user's intent. The profile also shows Senior ML Engineer - Search & Ranking at Glance: Designed the offline experimentation environment, the online A/B testing framework, and the feature-engineering pipeline that connected them. Main concern: 60-day notice period."
CAND_0042100,62,True,True,True,True,4,"7.3 years; Machine Learning Engineer at Freshworks. Strongest evidence: Senior Data Scientist at Netflix: Owned the offline-online correlation analysis that determined which offline metrics actually predicted A/B test outcomes. Also, Machine Learning Engineer at Freshworks: Owned the ranking layer for an e-commerce search product, evolving it from a hand-tuned scoring function to a learning-to-rank model over 9 months. Main concern: 90-day notice period."
CAND_0098846,63,True,True,True,True,4,"upGrad role AI Engineer; 7.6 years total. Relevant fit comes from Search Engineer at Swiggy: Built the document ingestion pipeline (chunking, embedding via OpenAI embeddings, storing in Pinecone) and the answer-generation layer (initially GPT-4, then a fine-tuned smaller model for cost control). Additional evidence: AI Engineer at upGrad: Owned the ranking layer for an e-commerce search product, evolving it from a hand-tuned scoring function to a learning-to-rank model over 9 months. Main concern: 45-day notice period."
CAND_0041568,64,True,True,True,True,4,"5.2 years; Search Engineer at Haptik. Strongest evidence: Applied ML Engineer at Flipkart: Built a content recommendation system serving 10M+ users that combined collaborative filtering with content-based ranking. Also, Search Engineer at Haptik: Owned the ranking layer for an e-commerce search product, evolving it from a hand-tuned scoring function to a learning-to-rank model over 9 months. Main concern: 90-day notice period."
CAND_0054123,65,True,True,True,True,4,"4.7 years in the profile and currently Applied ML Engineer at Meta. Key career evidence is Applied ML Engineer at Meta: Built a content recommendation system serving 10M+ users that combined collaborative filtering with content-based ranking. The profile also shows AI Engineer at CRED: Reported search-relevance improvement of 35% over the prior Elasticsearch BM25 setup, validated through human relevance judgments. Main concern: 60-day notice period."
CAND_0099401,66,True,True,True,True,4,"NLP Engineer at Dream11, with 7.7 years of experience. The rank is driven by NLP Engineer at Dream11: Built a content recommendation system serving 10M+ users that combined collaborative filtering with content-based ranking. Supporting signal: Applied ML Engineer at Microsoft: Owned the ranking layer for an e-commerce search product, evolving it from a hand-tuned scoring function to a learning-to-rank model over 9 months. Main concern: 90-day notice period."
CAND_0076251,67,True,True,True,True,4,"7.6 years in the profile and currently Search Engineer at Haptik. Key career evidence is Search Engineer at Haptik: Reported search-relevance improvement of 35% over the prior Elasticsearch BM25 setup, validated through human relevance judgments. The profile also shows Senior Data Scientist at CRED: Built and operated production ML pipelines using MLflow for experiment tracking, Kubeflow for orchestration, and our internal feature store. Main concern: 60-day notice period."
