candidate_id,rank,reasoning,strength_sources,concern_sources
CAND_0018499,11,"7.2 years in the profile and currently Senior Machine Learning Engineer at Zomato. Key career evidence is Senior Machine Learning Engineer at Zomato: The architecture combined BM25 + dense retrieval (BGE embeddings, FAISS HNSW) with an LLM-based re-ranker on the top-50, falling back to a learning-to-rank model when latency budget was tight. The profile also shows Staff Machine Learning Engineer at Google: Built a RAG-based ranking pipeline serving 50M+ queries per month for an internal recruiter-facing search product. Overall fit is strong for product ML ownership and ranking evaluation. Semantic retrieval aligns the profile with production scale and operations, ranking evaluation and experimentation, and semantic retrieval and information retrieval.","career_history.title,career_history.company,career_history.description | career_history.title,career_history.company,career_history.description | career_history.title,career_history.duration_months",
CAND_0080766,12,"Salesforce role Staff Machine Learning Engineer; 8.8 years total. Relevant fit comes from Senior Machine Learning Engineer at Haptik: Migrated the existing BM25-only retrieval to a hybrid setup combining sparse and dense vectors (sentence-transformers, MPNet-base initially, later fine-tuned BGE-large for our domain). Additional evidence: Staff Machine Learning Engineer at Aganitha: Owned the search and discovery experience end-to-end at a consumer product, from how content is represented internally through to how the most relevant results appear for each user's intent. Rank is based on shipped retrieval/ranking work rather than skill-list claims. Semantic retrieval aligns the profile with production scale and operations, ranking evaluation and experimentation, and semantic retrieval and information retrieval.","career_history.title,career_history.company,career_history.description | career_history.title,career_history.company,career_history.description | career_history.description",
CAND_0092278,13,"Microsoft role Senior NLP Engineer; 6.8 years total. Relevant fit comes from Senior NLP Engineer at Saarthi.ai: The architecture combined BM25 + dense retrieval (BGE embeddings, FAISS HNSW) with an LLM-based re-ranker on the top-50, falling back to a learning-to-rank model when latency budget was tight. Additional evidence: Senior NLP Engineer at Microsoft: Built and shipped a production recommendation system at a marketplace product, going from offline experimentation to live A/B test in 5 months. Main concern: 90-day notice period. Semantic retrieval aligns the profile with production scale and operations, ranking evaluation and experimentation, and semantic retrieval and information retrieval.","career_history.title,career_history.company,career_history.description | career_history.title,career_history.company,career_history.description | career_history.title,career_history.duration_months",redrob_signals.notice_period_days | redrob_signals.last_active_date
CAND_0060054,14,"Mad Street Den role AI Engineer; 6.4 years total. Relevant fit comes from AI Engineer at Mad Street Den: Reported search-relevance improvement of 35% over the prior Elasticsearch BM25 setup, validated through human relevance judgments. Additional evidence: Recommendation Systems Engineer at Zomato: Built a content recommendation system serving 10M+ users that combined collaborative filtering with content-based ranking. Rank is based on shipped retrieval/ranking work rather than skill-list claims. Semantic retrieval aligns the profile with production scale and operations, ranking evaluation and experimentation, and semantic retrieval and information retrieval.","career_history.title,career_history.company,career_history.description | career_history.title,career_history.company,career_history.description | career_history.title,career_history.duration_months",
CAND_0086151,15,"7.7 years in the profile and currently Recommendation Systems Engineer at Wysa. Key career evidence is Search Engineer at Glance: Built a content recommendation system serving 10M+ users that combined collaborative filtering with content-based ranking. The profile also shows AI Engineer at Meta: Reported search-relevance improvement of 35% over the prior Elasticsearch BM25 setup, validated through human relevance judgments. Main concern: 120-day notice period. Semantic retrieval aligns the profile with production scale and operations, ranking evaluation and experimentation, and semantic retrieval and information retrieval.","career_history.title,career_history.company,career_history.description | career_history.title,career_history.company,career_history.description | career_history.title,career_history.duration_months",redrob_signals.notice_period_days
CAND_0061265,16,"Recommendation Systems Engineer at Zoho, with 6.6 years of experience. The rank is driven by Recommendation Systems Engineer at Zoho: Reported search-relevance improvement of 35% over the prior Elasticsearch BM25 setup, validated through human relevance judgments. Supporting signal: Senior Data Scientist at Paytm: Owned the ranking layer for an e-commerce search product, evolving it from a hand-tuned scoring function to a learning-to-rank model over 9 months. Main concern: 120-day notice period. Semantic retrieval aligns the profile with production scale and operations, semantic retrieval and information retrieval, and end-to-end ownership.","career_history.title,career_history.company,career_history.description | career_history.title,career_history.company,career_history.description | career_history.title,career_history.duration_months",redrob_signals.notice_period_days
CAND_0030953,17,"Search Engineer at Nykaa, with 7.8 years of experience. The rank is driven by Search Engineer at Nykaa: Owned the offline-online correlation analysis that determined which offline metrics actually predicted A/B test outcomes. Supporting signal: NLP Engineer at Niramai: Built a content recommendation system serving 10M+ users that combined collaborative filtering with content-based ranking. Main concern: 45-day notice period. Semantic retrieval aligns the profile with production scale and operations, ranking evaluation and experimentation, and semantic retrieval and information retrieval.","career_history.title,career_history.company,career_history.description | career_history.title,career_history.company,career_history.description | career_history.title,career_history.duration_months",redrob_signals.notice_period_days
CAND_0057563,18,"6.8 years in the profile and currently NLP Engineer at Locobuzz. Key career evidence is Machine Learning Engineer at Yellow.ai: Built a content recommendation system serving 10M+ users that combined collaborative filtering with content-based ranking. The profile also shows Senior Data Scientist at Zoho: Reported search-relevance improvement of 35% over the prior Elasticsearch BM25 setup, validated through human relevance judgments. Main concern: 60-day notice period. Semantic retrieval aligns the profile with production scale and operations, ranking evaluation and experimentation, and semantic retrieval and information retrieval.","career_history.title,career_history.company,career_history.description | career_history.title,career_history.company,career_history.description | career_history.title,career_history.duration_months",redrob_signals.notice_period_days
CAND_0081686,19,"Netflix role Search Engineer; 6.0 years total. Relevant fit comes from Recommendation Systems Engineer at Niramai: Reported search-relevance improvement of 35% over the prior Elasticsearch BM25 setup, validated through human relevance judgments. Additional evidence: AI Engineer at Zoho: Built a content recommendation system serving 10M+ users that combined collaborative filtering with content-based ranking. Main concern: 60-day notice period. Semantic retrieval aligns the profile with production scale and operations, ranking evaluation and experimentation, and semantic retrieval and information retrieval.","career_history.title,career_history.company,career_history.description | career_history.title,career_history.company,career_history.description | career_history.title,career_history.duration_months","redrob_signals.notice_period_days | profile.country,profile.location,redrob_signals.willing_to_relocate"
CAND_0053695,20,"5.8 years in the profile and currently Recommendation Systems Engineer at Meesho. Key career evidence is Recommendation Systems Engineer at Meesho: Owned the offline-online correlation analysis that determined which offline metrics actually predicted A/B test outcomes. The profile also shows Applied ML Engineer at Niramai: Reported search-relevance improvement of 35% over the prior Elasticsearch BM25 setup, validated through human relevance judgments. Overall fit is strong for product ML ownership and ranking evaluation. Semantic retrieval aligns the profile with production scale and operations, ranking evaluation and experimentation, and semantic retrieval and information retrieval.","career_history.title,career_history.company,career_history.description | career_history.title,career_history.company,career_history.description | career_history.title,career_history.duration_months",
CAND_0043228,21,"6.8 years; Applied ML Engineer at Zoho. Strongest evidence: Search Engineer at Yellow.ai: Reported search-relevance improvement of 35% over the prior Elasticsearch BM25 setup, validated through human relevance judgments. Also, Applied ML Engineer at Zoho: Owned the ranking layer for an e-commerce search product, evolving it from a hand-tuned scoring function to a learning-to-rank model over 9 months. This fits the hands-on search/ranking and evaluation mandate. Semantic retrieval aligns the profile with production scale and operations, semantic retrieval and information retrieval, and end-to-end ownership.","career_history.title,career_history.company,career_history.description | career_history.title,career_history.company,career_history.description | career_history.title,career_history.duration_months",
CAND_0044883,22,"6.3 years in the profile and currently AI Engineer at Mad Street Den. Key career evidence is Recommendation Systems Engineer at Meesho: Reported search-relevance improvement of 35% over the prior Elasticsearch BM25 setup, validated through human relevance judgments. The profile also shows Recommendation Systems Engineer at Paytm: Owned the offline-online correlation analysis that determined which offline metrics actually predicted A/B test outcomes. Main concern: 90-day notice period. Semantic retrieval aligns the profile with production scale and operations, ranking evaluation and experimentation, and semantic retrieval and information retrieval.","career_history.title,career_history.company,career_history.description | career_history.title,career_history.company,career_history.description | career_history.title,career_history.duration_months","redrob_signals.notice_period_days | profile.country,profile.location,redrob_signals.willing_to_relocate"
CAND_0028793,23,"Search Engineer at Google, with 7.2 years of experience. The rank is driven by Search Engineer at Google: Reported search-relevance improvement of 35% over the prior Elasticsearch BM25 setup, validated through human relevance judgments. Supporting signal: Machine Learning Engineer at Meesho: Owned the offline-online correlation analysis that determined which offline metrics actually predicted A/B test outcomes. Main concern: 120-day notice period. Semantic retrieval aligns the profile with production scale and operations, ranking evaluation and experimentation, and semantic retrieval and information retrieval.","career_history.title,career_history.company,career_history.description | career_history.title,career_history.company,career_history.description | career_history.title,career_history.duration_months",redrob_signals.notice_period_days
CAND_0079387,24,"6.9 years in the profile and currently AI Engineer at Microsoft. Key career evidence is AI Engineer at Microsoft: Built a content recommendation system serving 10M+ users that combined collaborative filtering with content-based ranking. The profile also shows AI Engineer at BYJU'S: Reported search-relevance improvement of 35% over the prior Elasticsearch BM25 setup, validated through human relevance judgments. Overall fit is strong for product ML ownership and ranking evaluation. Semantic retrieval aligns the profile with production scale and operations, ranking evaluation and experimentation, and semantic retrieval and information retrieval.","career_history.title,career_history.company,career_history.description | career_history.title,career_history.company,career_history.description | career_history.title,career_history.duration_months",
CAND_0005260,25,"5.2 years; Senior NLP Engineer at Netflix. Strongest evidence: Senior NLP Engineer at Yellow.ai: The architecture combined BM25 + dense retrieval (BGE embeddings, FAISS HNSW) with an LLM-based re-ranker on the top-50, falling back to a learning-to-rank model when latency budget was tight. Also, Senior NLP Engineer at Netflix: Built the data curation pipeline that generated 200K high-quality preference pairs from recruiter labels, plus the eval harness using both ranking metrics and human-quality scores. Main concern: 60-day notice period. Semantic retrieval aligns the profile with production scale and operations, ranking evaluation and experimentation, and semantic retrieval and information retrieval.","career_history.title,career_history.company,career_history.description | career_history.title,career_history.company,career_history.description | career_history.title,career_history.duration_months",redrob_signals.notice_period_days
CAND_0027691,26,"6.5 years in the profile and currently NLP Engineer at Haptik. Key career evidence is Applied ML Engineer at Vedantu: Reported search-relevance improvement of 35% over the prior Elasticsearch BM25 setup, validated through human relevance judgments. The profile also shows AI Engineer at Meta: Owned the ranking layer for an e-commerce search product, evolving it from a hand-tuned scoring function to a learning-to-rank model over 9 months. Overall fit is strong for product ML ownership and ranking evaluation. Semantic retrieval aligns the profile with production scale and operations, ranking evaluation and experimentation, and semantic retrieval and information retrieval.","career_history.title,career_history.company,career_history.description | career_history.title,career_history.company,career_history.description | career_history.title,career_history.duration_months",
CAND_0051292,27,"5.2 years; Applied ML Engineer at Freshworks. Strongest evidence: Search Engineer at Vedantu: Reported search-relevance improvement of 35% over the prior Elasticsearch BM25 setup, validated through human relevance judgments. Also, Search Engineer at Vedantu: Built the document ingestion pipeline (chunking, embedding via OpenAI embeddings, storing in Pinecone) and the answer-generation layer (initially GPT-4, then a fine-tuned smaller model for cost control). This fits the hands-on search/ranking and evaluation mandate. Semantic retrieval aligns the profile with ranking evaluation and experimentation, semantic retrieval and information retrieval, and end-to-end ownership.","career_history.title,career_history.company,career_history.description | career_history.title,career_history.company,career_history.description | career_history.description,skills.name",
CAND_0071974,28,"Netflix role Senior AI Engineer; 7.8 years total. Relevant fit comes from Senior AI Engineer at Netflix: Owned the end-to-end ranking pipeline at a recommendations-heavy consumer product: candidate sourcing - embedding generation (using a fine-tuned BGE-large) - Pinecone retrieval - learning-to-rank re-scoring (XGBoost) - behavioral-signal. Additional evidence: Staff Machine Learning Engineer at Meta: Built the data curation pipeline that generated 200K high-quality preference pairs from recruiter labels, plus the eval harness using both ranking metrics and human-quality scores. Main concern: 45-day notice period. Semantic retrieval aligns the profile with production scale and operations, semantic retrieval and information retrieval, and end-to-end ownership.","career_history.title,career_history.company,career_history.description | career_history.title,career_history.company,career_history.description | career_history.description",redrob_signals.notice_period_days
CAND_0070398,29,"Genpact AI role Machine Learning Engineer; 7.2 years total. Relevant fit comes from Machine Learning Engineer at Genpact AI: Reported search-relevance improvement of 35% over the prior Elasticsearch BM25 setup, validated through human relevance judgments. Additional evidence: Applied ML Engineer at Uber: Developed a semantic search feature for an internal knowledge base of ~500K documents. Main concern: 120-day notice period.","career_history.title,career_history.company,career_history.description | career_history.title,career_history.company,career_history.description | career_history.title,career_history.duration_months",redrob_signals.notice_period_days
CAND_0044222,30,"PolicyBazaar role AI Engineer; 7.7 years total. Relevant fit comes from AI Engineer at PolicyBazaar: Reported search-relevance improvement of 35% over the prior Elasticsearch BM25 setup, validated through human relevance judgments. Additional evidence: AI Engineer at InMobi: Owned the offline-online correlation analysis that determined which offline metrics actually predicted A/B test outcomes. Main concern: 60-day notice period. Semantic retrieval aligns the profile with production scale and operations, ranking evaluation and experimentation, and semantic retrieval and information retrieval.","career_history.title,career_history.company,career_history.description | career_history.title,career_history.company,career_history.description | career_history.title,career_history.duration_months",redrob_signals.notice_period_days
CAND_0013613,31,"Machine Learning Engineer at Adobe, with 4.7 years of experience. The rank is driven by Machine Learning Engineer at Adobe: Reported search-relevance improvement of 35% over the prior Elasticsearch BM25 setup, validated through human relevance judgments. Supporting signal: Applied ML Engineer at Salesforce: Built a content recommendation system serving 10M+ users that combined collaborative filtering with content-based ranking. Main concern: 60-day notice period. Semantic retrieval aligns the profile with production scale and operations, ranking evaluation and experimentation, and semantic retrieval and information retrieval.","career_history.title,career_history.company,career_history.description | career_history.title,career_history.company,career_history.description | career_history.title,career_history.duration_months","redrob_signals.notice_period_days | profile.country,profile.location,redrob_signals.willing_to_relocate"
CAND_0062247,32,"7.3 years in the profile and currently AI Engineer at Google. Key career evidence is AI Engineer at Google: Reported search-relevance improvement of 35% over the prior Elasticsearch BM25 setup, validated through human relevance judgments. The profile also shows NLP Engineer at Dream11: Owned the ranking layer for an e-commerce search product, evolving it from a hand-tuned scoring function to a learning-to-rank model over 9 months. Overall fit is strong for product ML ownership and ranking evaluation. Semantic retrieval aligns the profile with semantic retrieval and information retrieval, end-to-end ownership, and ranking and relevance optimization.","career_history.title,career_history.company,career_history.description | career_history.title,career_history.company,career_history.description | semantic_fit_score,semantic_top_concepts",
CAND_0093912,33,"5.3 years; Senior Data Scientist at Razorpay. Strongest evidence: Search Engineer at Flipkart: Reported search-relevance improvement of 35% over the prior Elasticsearch BM25 setup, validated through human relevance judgments. Also, Senior Data Scientist at Razorpay: Owned the ranking layer for an e-commerce search product, evolving it from a hand-tuned scoring function to a learning-to-rank model over 9 months. This fits the hands-on search/ranking and evaluation mandate. Semantic retrieval aligns the profile with semantic retrieval and information retrieval, end-to-end ownership, and ranking and relevance optimization.","career_history.title,career_history.company,career_history.description | career_history.title,career_history.company,career_history.description | semantic_fit_score,semantic_top_concepts",
CAND_0088025,34,"Staff Machine Learning Engineer at Yellow.ai, with 8.6 years of experience. The rank is driven by Senior Machine Learning Engineer at Genpact AI: The final embedding ranker improved recruiter engagement metrics by 24% and reduced the average time-to-shortlist by 38%. Supporting signal: Staff Machine Learning Engineer at Yellow.ai: Owned the end-to-end ranking pipeline at a recommendations-heavy consumer product: candidate sourcing - embedding generation (using a fine-tuned BGE-large) - Pinecone retrieval - learning-to-rank re-scoring (XGBoost) - behavioral-signal. Main concern: 90-day notice period. Semantic retrieval aligns the profile with production scale and operations, ranking evaluation and experimentation, and semantic retrieval and information retrieval.","career_history.title,career_history.company,career_history.description | career_history.title,career_history.company,career_history.description | career_history.title,career_history.duration_months",redrob_signals.notice_period_days
CAND_0050454,35,"Rephrase.ai role AI Engineer; 6.8 years total. Relevant fit comes from AI Engineer at Rephrase.ai: Reported search-relevance improvement of 35% over the prior Elasticsearch BM25 setup, validated through human relevance judgments. Additional evidence: Machine Learning Engineer at Adobe: Developed a semantic search feature for an internal knowledge base of ~500K documents. Rank is based on shipped retrieval/ranking work rather than skill-list claims.","career_history.title,career_history.company,career_history.description | career_history.title,career_history.company,career_history.description | semantic_fit_score,semantic_top_concepts",
CAND_0018722,36,"Saarthi.ai role Recommendation Systems Engineer; 6.6 years total. Relevant fit comes from Recommendation Systems Engineer at Saarthi.ai: Reported search-relevance improvement of 35% over the prior Elasticsearch BM25 setup, validated through human relevance judgments. Additional evidence: Machine Learning Engineer at Unacademy: Owned the ranking layer for an e-commerce search product, evolving it from a hand-tuned scoring function to a learning-to-rank model over 9 months. Main concern: 90-day notice period. Semantic retrieval aligns the profile with ranking evaluation and experimentation, semantic retrieval and information retrieval, and end-to-end ownership.","career_history.title,career_history.company,career_history.description | career_history.title,career_history.company,career_history.description | semantic_fit_score,semantic_top_concepts","redrob_signals.notice_period_days | profile.country,profile.location,redrob_signals.willing_to_relocate"
CAND_0039383,37,"7.1 years in the profile and currently Applied ML Engineer at Meesho. Key career evidence is Machine Learning Engineer at Swiggy: Reported search-relevance improvement of 35% over the prior Elasticsearch BM25 setup, validated through human relevance judgments. The profile also shows Applied ML Engineer at Meesho: Owned the offline-online correlation analysis that determined which offline metrics actually predicted A/B test outcomes. Main concern: 90-day notice period. Semantic retrieval aligns the profile with production scale and operations, ranking evaluation and experimentation, and semantic retrieval and information retrieval.","career_history.title,career_history.company,career_history.description | career_history.title,career_history.company,career_history.description | career_history.title,career_history.duration_months",redrob_signals.notice_period_days
CAND_0070485,38,"Search Engineer at Saarthi.ai, with 6.4 years of experience. The rank is driven by Search Engineer at Saarthi.ai: Reported search-relevance improvement of 35% over the prior Elasticsearch BM25 setup, validated through human relevance judgments. Supporting signal: Machine Learning Engineer at Dream11: Owned the ranking layer for an e-commerce search product, evolving it from a hand-tuned scoring function to a learning-to-rank model over 9 months. Main concern: 120-day notice period. Semantic retrieval aligns the profile with semantic retrieval and information retrieval, end-to-end ownership, and ranking and relevance optimization.","career_history.title,career_history.company,career_history.description | career_history.title,career_history.company,career_history.description | semantic_fit_score,semantic_top_concepts",redrob_signals.notice_period_days
CAND_0005538,39,"Adobe role Senior AI Engineer; 5.9 years total. Relevant fit comes from Senior AI Engineer at Adobe: Led the engineering team building infrastructure to surface relevant content to users at scale. Additional evidence: Lead AI Engineer at Glance: Built and shipped a production recommendation system at a marketplace product, going from offline experimentation to live A/B test in 5 months. Main concern: 90-day notice period. Semantic retrieval aligns the profile with production scale and operations, ranking evaluation and experimentation, and semantic retrieval and information retrieval.","career_history.title,career_history.company,career_history.description | career_history.title,career_history.company,career_history.description | career_history.title,career_history.duration_months",redrob_signals.notice_period_days
CAND_0051630,40,"Razorpay role Machine Learning Engineer; 6.0 years total. Relevant fit comes from AI Engineer at InMobi: Reported search-relevance improvement of 35% over the prior Elasticsearch BM25 setup, validated through human relevance judgments. Additional evidence: Machine Learning Engineer at Razorpay: Owned the ranking layer for an e-commerce search product, evolving it from a hand-tuned scoring function to a learning-to-rank model over 9 months. Main concern: 90-day notice period. Semantic retrieval aligns the profile with semantic retrieval and information retrieval, end-to-end ownership, and ranking and relevance optimization.","career_history.title,career_history.company,career_history.description | career_history.title,career_history.company,career_history.description | semantic_fit_score,semantic_top_concepts",redrob_signals.notice_period_days
CAND_0068811,41,"8.0 years in the profile and currently Applied ML Engineer at Freshworks. Key career evidence is Applied ML Engineer at Freshworks: Built a content recommendation system serving 10M+ users that combined collaborative filtering with content-based ranking. The profile also shows Recommendation Systems Engineer at Meesho: Owned the ranking layer for an e-commerce search product, evolving it from a hand-tuned scoring function to a learning-to-rank model over 9 months. Overall fit is strong for product ML ownership and ranking evaluation. Semantic retrieval aligns the profile with production scale and operations, ranking evaluation and experimentation, and end-to-end ownership.","career_history.title,career_history.company,career_history.description | career_history.title,career_history.company,career_history.description | career_history.title,career_history.duration_months",
CAND_0044855,42,"6.6 years in the profile and currently Senior Data Scientist at Flipkart. Key career evidence is Recommendation Systems Engineer at LinkedIn: Built a content recommendation system serving 10M+ users that combined collaborative filtering with content-based ranking. The profile also shows Machine Learning Engineer at Verloop.io: Reported search-relevance improvement of 35% over the prior Elasticsearch BM25 setup, validated through human relevance judgments. Main concern: 60-day notice period. Semantic retrieval aligns the profile with ranking evaluation and experimentation, production scale and operations, and semantic retrieval and information retrieval.","career_history.title,career_history.company,career_history.description | career_history.title,career_history.company,career_history.description | career_history.title,career_history.duration_months",redrob_signals.notice_period_days
CAND_0054394,43,"PharmEasy role Recommendation Systems Engineer; 4.1 years total. Relevant fit comes from Recommendation Systems Engineer at PharmEasy: Reported search-relevance improvement of 35% over the prior Elasticsearch BM25 setup, validated through human relevance judgments. Additional evidence: NLP Engineer at Netflix: Owned the ranking layer for an e-commerce search product, evolving it from a hand-tuned scoring function to a learning-to-rank model over 9 months. Rank is based on shipped retrieval/ranking work rather than skill-list claims. Semantic retrieval aligns the profile with ranking evaluation and experimentation, semantic retrieval and information retrieval, and end-to-end ownership.","career_history.title,career_history.company,career_history.description | career_history.title,career_history.company,career_history.description | semantic_fit_score,semantic_top_concepts",
CAND_0026532,44,"4.8 years; Recommendation Systems Engineer at Zomato. Strongest evidence: Recommendation Systems Engineer at Zomato: Reported search-relevance improvement of 35% over the prior Elasticsearch BM25 setup, validated through human relevance judgments. Also, Recommendation Systems Engineer at Mad Street Den: Built a content recommendation system serving 10M+ users that combined collaborative filtering with content-based ranking. Main concern: 90-day notice period. Semantic retrieval aligns the profile with production scale and operations, ranking evaluation and experimentation, and semantic retrieval and information retrieval.","career_history.title,career_history.company,career_history.description | career_history.title,career_history.company,career_history.description | career_history.title,career_history.duration_months",redrob_signals.notice_period_days
